id,creditLimit,gender,edu,age,nDelay,billAmt1,billAmt2,billAmt3,billAmt4,billAmt5,billAmt6,default
456,8600,0,2,26,2,86,86,344,172,258,516,0
457,27700,1,1,41,0,0,0,277,0,277,0,1
458,1400,0,2,50,0,1386,1288,1358,1302,1330,1218,1
459,6200,0,3,51,0,434,0,0,1488,0,0,0
460,5500,1,3,55,2,2090,2090,2145,2255,2200,2255,0
461,800,1,3,50,2,288,480,488,464,480,616,1
462,12000,1,2,41,1,0,0,0,0,0,0,0
463,4200,1,2,28,0,4284,4200,1680,1680,1680,1596,0
464,16700,0,1,29,0,668,0,0,0,0,501,1
465,5000,1,2,39,0,5200,4950,5100,5000,2750,2750,0
466,11500,1,3,49,0,7360,7590,7590,6095,5980,5865,0
467,17900,1,2,35,0,5728,0,0,12530,12351,12530,0
468,10800,1,1,37,0,10584,10692,540,0,0,0,1
469,14000,0,2,30,2,10640,8540,8260,8120,8680,8400,0
470,800,0,2,22,0,56,696,768,760,720,768,0
471,4500,1,3,42,2,4500,4545,4635,4500,1755,1710,0
472,4500,1,3,35,0,990,315,405,225,0,0,0
473,4300,0,2,42,0,4300,4171,3483,3827,1978,2021,0
474,15700,0,1,45,2,2512,2355,2512,2669,2826,2826,1
475,2700,0,1,29,0,2511,2646,2565,2646,2700,2754,1
476,12900,0,1,39,0,774,1548,903,2838,645,1290,0
477,18700,0,2,40,0,561,935,1122,748,374,2244,0
478,3600,1,1,22,0,3600,2304,1548,1944,1656,1656,0
479,10700,0,2,48,0,214,214,321,214,214,321,0
480,8300,0,2,43,0,166,415,166,249,166,166,0
481,12500,0,1,26,0,12500,12375,12250,12125,4500,500,0
482,7300,0,2,28,0,10512,6935,2920,2993,2920,4453,0
483,5000,1,2,38,0,4950,5050,4750,4950,3300,3600,1
484,21500,1,1,43,0,0,0,0,0,430,0,0
485,12000,0,1,27,0,3240,600,120,840,240,120,0
486,13300,0,1,26,0,9310,9443,12502,12502,12502,12635,0
487,14700,1,2,37,0,9702,9114,8967,8820,8820,8673,0
488,2700,0,1,29,0,135,216,54,162,0,0,0
489,25000,0,2,43,0,1000,1000,1000,0,1000,0,0
490,14000,1,2,31,2,13300,13020,11760,8540,8680,8540,1
491,3600,1,2,33,0,612,792,1224,468,468,144,0
492,2500,1,2,48,0,2475,2400,2500,2500,2450,2300,0
493,13600,1,1,33,0,0,0,0,0,0,0,1
494,10000,0,2,46,0,7600,7800,500,500,100,0,0
495,1800,1,2,19,2,252,126,108,72,36,0,0
496,10800,0,2,26,2,108,108,108,108,108,108,0
497,41700,0,1,43,0,2502,834,1251,0,417,417,0
498,3000,0,2,28,2,2370,2670,2760,2790,2730,2880,1
499,4600,0,2,23,0,4830,4738,4784,4554,2530,2484,1
500,2000,1,1,28,2,1720,1960,1900,1900,1780,2040,1
501,45500,1,1,42,0,455,0,910,455,455,0,0
502,10000,1,1,41,0,3700,3900,4000,4100,4200,4300,0
503,28700,0,2,46,0,574,861,861,861,861,1148,0
504,1300,0,2,51,2,325,312,403,377,416,403,1
505,1800,1,2,38,0,1188,1296,1386,1476,1512,1548,1
506,20800,0,1,35,0,1664,2080,0,0,416,416,0
507,29100,1,2,39,0,18915,873,873,1164,1164,1164,0
508,30800,0,2,46,1,0,0,0,308,0,0,0
509,7700,1,1,35,2,1386,1925,1848,2079,2002,2156,1
510,7500,0,1,26,0,750,825,975,2325,675,2175,0
511,11800,0,2,25,0,11092,10502,10502,9912,8260,8142,0
512,5700,0,3,53,0,4332,114,342,342,342,399,0
513,19200,0,1,37,0,192,0,768,576,576,0,0
514,38500,1,1,28,0,14630,15400,34265,32340,32725,29645,0
515,4200,0,2,29,0,1890,1596,1638,1260,924,882,0
516,8000,0,1,33,1,0,0,0,0,0,0,0
517,10000,1,1,38,2,4800,4700,5000,5100,5000,5300,0
518,9300,0,1,29,2,2790,2790,2883,2883,2976,2883,0
519,2000,0,2,28,4,1700,1780,1840,1880,1940,2000,1
520,14200,1,3,31,0,852,14058,14058,13490,10508,10366,0
521,25500,1,2,39,0,255,0,0,0,0,0,0
522,3800,1,1,24,2,418,494,684,532,532,532,1
523,11400,1,1,27,0,0,0,228,1368,342,570,0
524,21500,1,1,34,1,0,0,0,0,0,0,0
525,8300,1,2,28,0,747,913,996,1162,1245,1328,1
526,18000,0,3,39,2,1080,1260,1260,1440,1440,1440,1
527,12900,0,1,26,1,0,0,0,0,0,516,0
528,11800,0,3,52,0,1062,4130,2596,1534,944,1652,0
529,30000,0,1,40,0,0,0,0,0,0,0,0
530,10800,0,2,24,2,324,324,864,432,432,432,0
531,1400,1,2,25,0,938,1022,1092,1162,1190,1218,0
532,15300,0,3,45,1,0,0,0,0,153,153,1
533,2500,1,1,32,0,2175,2250,2350,2175,2125,2175,0
534,45500,0,2,34,0,32305,32305,31850,31395,30485,30030,0
535,47000,1,1,37,2,27730,23970,20210,15040,13630,10810,0
536,6700,0,1,29,0,3484,3551,3618,3618,3685,3752,0
537,26000,0,4,41,0,13000,13260,13260,13000,13000,13260,0
538,33600,1,2,37,0,1344,336,336,1344,2016,1008,0
539,25700,1,1,51,0,2827,1799,0,0,0,0,0
540,3800,1,2,29,0,228,304,380,342,494,1216,0
541,12000,0,1,43,0,11160,9600,9120,9120,8520,8640,0
542,6700,0,1,27,0,67,0,402,0,67,0,0
543,3800,1,2,45,0,3724,3724,2622,2356,2280,2280,0
544,3600,0,1,25,2,576,216,180,72,180,576,0
545,13100,0,1,52,2,262,393,0,524,524,131,0
546,16900,0,2,42,2,0,0,0,0,0,0,1
547,2500,0,3,48,1,0,0,0,1175,1200,1225,0
548,22700,1,1,33,0,454,681,681,1589,681,681,0
549,17100,1,1,34,1,0,0,0,0,0,0,1
550,1700,0,2,29,4,1853,1802,1734,1700,1700,595,0
551,2700,1,1,24,0,729,270,0,54,27,27,0
552,5000,1,2,44,0,1550,1550,3550,800,900,1050,0
553,2700,0,3,40,0,6750,2214,1215,243,2700,2619,1
554,32300,0,2,51,0,31331,31654,31654,21318,19057,20026,0
555,8000,0,1,25,0,720,480,7360,6720,5920,5920,0
556,4200,1,2,36,0,4494,4284,4200,1680,1722,1722,1
557,13600,1,1,51,0,9384,9384,9520,0,0,0,0
558,44500,0,3,53,0,0,0,0,890,0,0,0
559,13000,0,1,29,0,13390,12740,13000,13390,13260,13130,0
560,5000,0,2,33,2,50,50,50,50,100,50,1
561,15500,0,2,30,0,14880,15190,14725,15190,14725,15655,0
562,22000,1,2,57,0,0,0,220,0,0,0,0
563,16700,1,2,28,2,12191,12692,9686,10187,10187,10020,0
564,14000,1,1,27,0,4620,4760,2940,2940,3220,3360,0
565,35500,0,1,40,0,3905,2130,2130,710,355,0,0
566,11000,1,2,30,0,10450,10670,11000,11220,11220,11220,0
567,45500,1,1,44,0,3640,455,1365,1820,25935,25935,1
568,12500,1,1,31,2,500,125,750,500,375,125,0
569,32000,0,1,38,0,6080,6720,6720,9280,8960,9280,0
570,20000,0,3,31,0,19600,19600,19000,16800,14600,12200,0
571,12900,0,2,42,0,516,645,129,129,645,0,0
572,6700,0,3,43,0,6566,4623,2345,1005,1005,1005,0
573,10000,1,1,31,0,700,500,700,600,1000,400,0
574,22500,0,2,35,2,675,675,225,4050,4050,3825,1
575,4600,0,2,49,2,4600,4646,4646,4508,1472,1518,1
576,3000,0,3,42,0,180,0,90,210,0,180,0
577,3000,1,2,31,4,3060,2970,2880,3000,2940,2490,0
578,3100,1,2,33,0,1798,0,0,0,0,0,0
579,2000,0,2,49,1,0,0,0,0,0,140,1
580,32700,0,1,29,0,0,0,0,0,0,0,0
581,2700,0,2,39,0,351,459,216,0,81,0,0
582,13000,1,2,29,0,6240,6240,6240,6370,6500,6500,0
583,17500,0,2,43,0,3500,3500,3675,3675,3850,4025,0
584,3600,1,2,26,0,2484,2772,2592,2376,2124,1692,0
585,3800,0,2,34,0,2242,2356,2508,2660,912,912,1
586,7900,1,1,27,0,7979,7979,8058,11060,5451,5530,0
587,23100,1,1,34,0,231,0,0,0,0,0,0
588,5000,1,3,51,0,650,1400,4300,850,0,0,0
589,21000,0,1,42,0,0,0,210,0,0,0,0
590,13600,0,4,35,0,544,816,2856,408,136,1632,0
591,30000,0,2,43,0,300,900,300,1500,300,2700,0
592,6400,0,1,30,2,2624,2880,3008,2496,2112,1856,0
593,33300,0,1,26,0,333,333,666,999,1332,1998,0
594,10700,1,1,25,0,9095,8667,5243,428,428,428,0
595,12000,1,1,29,0,600,1200,2040,2880,0,720,0
596,32000,0,1,48,0,1280,640,0,0,320,640,0
597,22500,1,2,35,2,22950,23175,19350,12600,11250,10800,1
598,50000,1,2,33,0,9000,9000,8500,9000,8000,7500,0
599,10000,0,1,47,2,1500,1800,1800,1800,1800,1800,0
600,35700,0,1,31,0,1071,0,1071,2142,1428,5712,1
601,3800,0,3,54,2,3724,3762,3800,3800,3762,3838,0
602,2000,1,2,28,0,40,40,40,40,40,80,0
603,2500,0,2,25,0,2325,2450,2525,2500,2500,2250,0
604,2000,0,2,28,2,340,420,400,420,480,500,1
605,24000,1,1,60,2,18480,18960,19200,18480,18000,9360,1
606,5700,1,1,54,0,6327,5928,6042,4503,1425,1710,1
607,23100,1,3,52,0,0,0,0,0,0,0,0
608,33600,1,1,36,0,34272,33936,25536,23856,22512,22176,0
609,17100,1,2,57,2,1197,17784,17271,14535,14364,14193,0
610,10800,1,2,56,0,10692,5292,4752,4428,3996,4104,0
611,3300,1,2,58,4,3366,3300,3201,1287,1320,0,0
612,11000,0,1,23,2,220,440,220,110,550,550,1
613,3300,1,2,34,2,1287,1353,1320,1452,1485,1452,1
614,3000,0,2,31,2,2010,1950,2190,2220,2250,2310,0
615,28600,0,1,38,0,28886,25740,25740,23166,23452,23452,0
616,800,1,3,22,2,776,792,784,680,328,0,1
617,1500,1,3,42,0,1515,2790,1335,1230,1110,1395,0
618,15000,0,1,22,3,14700,14850,14700,14550,14550,14550,1
619,20000,0,1,36,2,19600,19200,30400,18800,19000,19200,1
620,8000,0,2,21,0,1920,2000,2080,2160,2160,2160,0
621,18000,1,1,51,2,3780,3780,3780,1800,1620,720,0
622,14600,0,2,26,2,8906,10658,10074,10074,8906,8906,0
623,20000,0,2,36,0,800,400,0,1600,1600,0,0
624,26700,0,2,41,0,0,0,0,0,0,0,0
625,29200,0,3,37,0,0,292,292,584,292,292,0
626,40900,0,2,40,0,818,1227,1227,1636,1636,0,0
627,1700,1,3,34,0,612,1156,1020,969,884,799,0
628,5400,0,2,47,0,270,162,486,324,162,54,0
629,19100,0,5,38,0,191,1337,764,573,191,191,0
630,5800,1,1,33,0,5162,5278,5394,5394,5336,1276,0
631,5500,1,1,53,3,3245,3355,3740,3685,3465,3355,1
632,12300,0,3,26,0,0,0,0,0,0,0,0
633,14500,0,3,49,0,0,0,435,0,0,580,0
634,6200,0,2,39,0,3348,744,62,4154,4278,5022,0
635,2300,0,2,32,2,2254,2208,2277,2323,2277,2277,1
636,8000,0,2,29,0,1120,1200,1200,1200,640,800,0
637,10000,1,3,52,0,1600,1500,1200,1300,900,500,0
638,10000,0,2,41,0,9900,7500,7800,4900,5500,5700,0
639,16700,1,1,35,1,0,0,167,0,0,0,0
640,2100,1,2,34,2,1281,1386,1449,1512,1575,1659,1
641,29100,1,1,32,2,0,0,291,0,0,0,1
642,16000,1,2,51,0,15840,15840,15840,15680,15520,15360,0
643,2000,0,2,25,4,1900,1860,1880,1920,1960,2000,0
644,16200,0,1,30,0,5670,5670,4536,4050,3402,2916,0
645,17300,0,2,43,0,519,346,346,346,346,346,0
646,4200,0,2,56,0,2646,2436,2226,1428,1302,1386,0
647,5800,0,1,44,2,5800,5858,5394,4814,2958,2320,0
648,12900,1,1,38,0,8772,8256,7095,5289,3354,2709,0
649,29000,0,1,29,0,5220,5220,4930,3770,3190,3190,0
650,2700,1,2,26,2,2457,2376,2565,2511,2565,2727,1
651,7300,1,2,46,0,6570,6205,4599,4307,3869,3650,0
652,15400,1,3,37,2,7084,7084,7700,7854,8008,8470,1
653,22500,0,2,46,0,11250,8550,8325,8100,7650,7875,0
654,800,1,1,31,0,672,504,688,800,808,808,0
655,47500,1,1,31,0,32300,21375,21850,22325,0,0,0
656,20000,1,1,29,1,0,0,0,0,200,8400,0
657,8200,0,1,30,0,7790,7544,6724,6396,6478,5986,0
658,8600,0,1,33,2,5590,5418,5590,5676,5762,5934,0
659,11500,0,3,38,1,0,0,0,115,0,0,0
660,22500,0,1,34,0,2025,3375,3375,3375,900,0,0
661,8700,0,1,28,0,1044,0,522,783,4959,4263,0
662,21300,0,1,30,2,2982,2769,2769,2769,2556,2556,1
663,21000,1,1,40,1,0,0,210,210,0,0,1
664,5000,1,2,29,0,4800,4900,4950,3150,950,600,0
665,20000,0,2,34,0,0,0,200,200,200,200,0
666,32100,0,2,47,0,2247,6099,1284,642,3852,3210,0
667,13600,0,2,27,1,0,0,0,0,136,136,0
668,38500,0,1,32,0,0,-1540,128205,9240,7315,28875,0
669,14000,0,2,38,0,0,0,0,140,0,140,1
670,6700,1,2,34,0,4087,3819,3752,3484,3551,3216,0
671,24300,0,2,36,0,0,0,0,0,0,8019,0
672,8300,1,3,38,2,1992,1826,1826,83,83,83,1
673,3600,1,3,57,2,3384,3492,3528,1368,1368,1440,0
674,16400,0,3,38,0,984,0,0,1968,164,164,0
675,1400,0,2,19,4,1568,1526,1470,1428,1400,1400,1
676,2000,1,3,44,2,1300,1240,1500,1460,1520,1560,1
677,15400,0,1,28,0,14784,14630,14784,14784,14938,14938,0
678,8300,0,1,27,0,4316,4399,4482,4648,4980,4980,0
679,21800,0,2,30,0,2834,218,436,1962,1744,3488,0
680,2000,0,2,35,2,1700,1640,1740,1800,1820,1860,1
681,5000,0,2,27,2,4000,3050,300,0,0,0,0
682,3600,1,2,26,2,3384,3636,3564,3564,1440,2736,1
683,41700,1,1,34,1,22518,1251,1251,1668,5004,1668,0
684,2000,0,2,49,4,1580,1520,1700,1640,1600,1620,1
685,18000,0,1,35,2,180,0,0,0,0,180,1
686,9300,0,2,45,2,8370,8556,8742,8835,8928,9114,0
687,2000,0,3,41,0,2000,740,1220,640,1880,620,0
688,1300,0,1,25,2,1183,1274,1235,1313,1274,1157,1
689,27700,0,1,55,0,554,554,277,0,0,1662,0
690,3300,1,1,36,2,3036,2970,2706,2211,3102,1584,1
691,10700,0,2,35,0,107,107,107,107,0,0,0
692,10700,0,3,48,1,0,0,0,0,0,749,0
693,1400,1,2,41,3,1834,1666,1610,1554,1344,1204,0
694,12300,1,2,65,0,0,0,0,0,0,0,0
695,16200,1,1,39,0,16200,8424,3564,2916,1944,1782,1
696,700,0,2,25,2,420,497,567,623,707,686,0
697,7000,0,1,33,2,4410,4340,4690,4760,4900,4970,1
698,4000,0,2,52,2,1920,1800,1840,1880,1920,1920,0
699,9200,0,1,46,2,7268,7820,7636,8280,8372,8188,1
700,20000,1,1,39,0,18600,19000,18400,18200,18400,17800,0
701,16700,1,3,31,0,16032,16700,15531,11690,10855,10187,0
702,7300,0,2,42,0,4818,4891,5183,5402,10731,6643,0
703,2700,0,2,21,0,2781,2592,2727,2592,2430,2457,0
704,3600,1,1,38,0,900,0,0,0,0,0,0
705,6700,0,2,29,2,6432,6499,6566,6633,6901,6432,1
706,3600,0,2,51,0,324,360,720,684,612,684,1
707,6900,1,2,41,2,2829,2760,3105,3174,3105,3174,0
708,15000,1,2,44,0,150,150,150,150,150,150,0
709,25700,0,1,38,0,257,0,257,257,0,0,0
710,2700,0,2,50,0,0,0,0,0,0,0,0
711,4500,0,2,57,0,4230,4365,4455,1575,1755,1665,0
712,3800,1,2,42,4,1976,2204,2166,2356,2280,2242,1
713,6700,0,1,27,0,3819,3886,3484,3350,3216,3082,0
714,10700,0,1,28,0,214,321,0,0,0,0,0
715,2500,0,1,27,0,375,700,1000,1400,1525,1925,0
716,3600,0,3,38,2,1656,1692,1800,1836,1872,1908,1
717,28700,0,1,47,0,574,2870,287,287,0,0,0
718,47000,1,2,46,0,29140,27730,22090,19740,18330,13160,0
719,2500,0,2,41,2,2600,2525,2500,2450,2475,2475,1
720,21800,0,2,52,0,1744,1526,4360,1090,6976,8284,0
721,10000,0,2,35,0,1500,-100,-200,-200,200,200,0
722,7700,1,2,36,0,7007,0,0,0,0,0,0
723,19000,1,2,35,0,15390,14250,11970,10070,10260,10450,1
724,22700,0,1,30,1,-14074,5448,19976,16344,15663,15436,0
725,20000,1,2,60,0,0,200,200,5200,5200,5200,0
726,7700,0,2,41,2,6006,6006,6083,6160,6314,5929,1
727,6200,0,2,25,2,6076,6200,6262,4092,4278,2232,0
728,4500,0,1,26,0,45,90,45,45,45,45,0
729,16000,0,2,26,0,160,160,160,160,320,0,0
730,9200,0,2,39,0,8740,8832,3864,3956,4232,4140,1
731,41700,1,1,38,0,0,0,0,0,0,0,0
732,2300,0,2,27,2,2093,2162,2208,2093,2231,2185,0
733,33300,0,1,32,0,8991,8658,8658,8325,5994,6327,0
734,20000,0,1,50,0,800,1000,400,200,600,400,0
735,16400,1,1,36,0,164,164,164,0,164,164,0
736,6200,0,2,46,0,6076,6200,6262,4092,7130,3658,0
737,18500,0,1,41,0,0,0,0,0,0,0,1
738,5000,0,2,26,0,3750,3900,1900,2050,2100,2200,1
739,15700,1,3,64,0,157,0,157,0,0,157,0
740,15000,0,1,34,0,150,0,600,0,450,150,0
741,3800,1,3,46,2,1216,1178,1254,1330,1406,1444,0
742,9000,0,1,29,0,180,270,360,360,270,180,1
743,15300,0,2,33,0,306,306,459,153,1530,1071,0
744,12900,0,3,48,2,774,516,645,516,387,129,1
745,4000,0,1,49,0,3480,3440,3360,3440,3480,3560,0
746,28600,1,1,32,0,2002,1716,858,1430,1716,858,0
747,13100,0,2,34,0,7860,7991,8253,8384,8384,8646,0
748,16900,1,2,45,0,6422,6422,6422,6422,6422,6422,0
749,21400,0,2,34,2,428,428,428,642,214,214,1
750,12300,1,2,30,0,492,0,0,123,0,0,0
751,30000,1,1,39,0,600,0,300,600,300,600,0
752,9100,0,2,29,0,9009,7553,7917,7735,6916,6370,0
753,9100,0,3,28,0,8099,12831,5551,5369,4914,4641,0
754,13600,1,2,30,2,12104,12240,12920,13056,13328,13600,0
755,16400,1,1,44,0,0,0,164,164,164,0,1
756,5300,0,1,45,0,5353,5141,-53,-106,106,106,0
757,2000,0,1,25,0,1680,1760,1880,1900,2020,2020,0
758,17100,1,2,26,0,17442,17271,17271,17271,15219,15561,0
759,20000,0,2,48,0,600,2600,1000,1400,1000,600,0
760,2100,0,2,20,2,1911,1932,2121,2058,2058,2016,1
761,13600,1,1,28,0,11288,8976,6800,6800,3536,6256,0
762,30000,0,3,43,0,600,300,0,300,900,-300,0
763,11500,0,1,51,0,575,115,1725,0,230,115,0
764,21700,0,1,29,1,1302,1302,1302,1302,1302,0,1
765,10700,0,2,23,1,0,0,214,107,749,0,0
766,20900,0,2,36,0,836,209,209,0,209,0,0
767,2000,0,1,24,0,580,400,660,940,420,840,0
768,25000,1,1,55,0,0,250,0,0,0,0,0
769,30000,0,2,51,0,18300,16800,14700,13800,14100,13200,0
770,27700,0,1,27,1,0,0,0,0,0,0,1
771,23100,0,4,57,1,0,0,231,0,0,0,0
772,27700,1,5,30,0,20775,21052,21606,6371,6371,6648,0
773,22900,0,2,36,0,229,0,0,0,0,687,0
774,2700,1,1,28,0,135,1215,189,27,162,27,1
775,12000,0,2,41,1,0,0,0,0,0,0,1
776,2300,0,1,27,0,69,23,575,0,138,69,0
777,15800,1,1,29,0,2212,158,0,790,2054,158,0
778,18600,1,1,37,0,18600,18972,18786,18228,18414,18600,0
779,4200,0,2,41,0,84,84,84,84,168,84,0
780,24600,0,2,47,2,738,2952,1230,2952,2214,1968,0
781,19000,1,1,41,0,760,380,760,190,570,570,0
782,1400,1,3,27,0,1358,1190,1260,1372,1344,1358,0
783,1500,1,2,42,2,1320,1275,1350,1395,1410,1470,1
784,14000,1,1,33,0,12740,10640,4620,13720,11200,11200,0
785,17300,0,1,29,0,15224,13494,13667,13840,13840,13840,0
786,12100,1,2,40,0,7260,7139,7381,6655,6776,7018,0
787,4500,0,1,24,0,1350,1485,1575,1665,1710,1755,0
788,15000,0,1,27,0,14250,14400,14550,14700,11850,12000,0
789,5800,0,1,28,2,4930,4814,5278,5336,5510,5626,1
790,10900,0,3,57,2,0,0,654,654,654,654,0
791,20900,1,2,47,0,1881,418,0,0,0,0,0
792,19300,0,2,30,0,7720,7334,7141,6755,5597,5018,0
793,27700,0,2,33,1,0,0,0,277,0,0,0
794,2000,1,3,39,2,980,840,880,1140,800,0,0
795,8300,1,2,24,0,2822,2988,0,2739,0,0,0
796,6000,1,1,31,2,2280,2280,2280,2340,2340,2400,1
797,13800,0,1,30,1,0,0,0,0,0,0,1
798,35000,0,1,49,1,0,1050,4550,4200,3850,3500,0
799,700,0,3,53,2,700,672,672,546,420,378,1
800,21800,0,2,31,0,0,0,0,0,0,0,0
801,1000,1,2,22,2,650,620,900,870,950,920,1
802,17300,0,2,27,1,0,0,173,173,0,692,0
803,4500,0,2,44,0,315,405,495,585,585,585,1
804,6000,1,1,40,1,0,0,0,0,120,0,0
805,9200,1,2,25,0,2484,2668,2760,2944,3220,3404,0
806,4500,0,2,23,0,4545,4455,4320,4500,4545,4545,1
807,26900,0,1,53,0,269,269,0,538,269,0,0
808,15000,1,3,49,0,6450,6150,6300,6000,5850,6000,0
809,1500,1,3,25,0,2775,0,0,0,0,0,0
810,17700,0,1,23,2,0,0,0,0,177,177,0
811,16400,0,2,24,2,984,820,984,820,656,328,1
812,30000,1,1,33,1,0,2400,300,2100,2700,0,0
813,8300,0,1,42,2,7719,8300,8051,8134,4731,4731,0
814,3800,0,2,52,0,3800,3572,3686,2280,2280,2014,0
815,8200,0,3,33,0,3280,3280,3198,3198,3116,2788,0
816,1300,0,2,51,2,325,312,403,377,416,403,1
817,16000,0,2,41,0,640,640,640,640,640,640,0
818,10000,0,2,30,0,7600,7500,7000,6900,6900,6900,0
819,10000,0,2,26,0,6600,6700,6800,7000,7100,7300,0
820,9200,1,2,39,0,0,0,0,0,0,0,1
821,5000,1,2,28,0,4900,4900,9650,4350,550,4150,1
822,10000,0,1,24,0,400,200,500,0,100,0,0
823,5000,1,3,31,3,4500,4600,4700,5000,5000,5350,1
824,40000,1,1,46,0,3200,3600,3200,12800,12800,12800,0
825,1400,1,2,29,0,2002,1078,1134,1148,0,0,0
826,4000,1,2,33,0,3760,3760,3800,3720,3720,3800,0
827,5700,0,2,26,1,0,0,0,0,0,0,1
828,5000,1,2,43,2,2500,2550,2600,2550,2600,2650,0
829,22300,0,2,32,0,5798,6021,6021,6244,6244,5798,0
830,5000,1,2,51,0,4150,2800,2450,2600,1150,1350,0
831,2700,0,1,22,0,1566,2430,2538,2673,2511,2673,0
832,4300,0,2,49,0,3913,3870,4171,4257,5461,1419,0
833,9200,1,1,26,0,1472,1840,2116,2208,2300,2668,0
834,28000,0,1,37,0,280,0,280,0,0,0,0
835,30000,0,2,53,0,600,600,900,900,0,0,0
836,900,0,3,30,1,0,0,0,0,0,0,0
837,20000,0,2,29,0,3400,2600,2600,2600,2800,3000,0
838,19100,1,3,47,0,191,0,0,191,191,191,0
839,1700,1,3,42,2,510,697,663,680,0,0,1
840,16000,1,2,26,0,320,320,160,320,320,320,1
841,11300,1,2,37,0,226,0,0,0,0,0,1
842,22000,1,2,39,0,0,0,0,0,0,0,0
843,21400,0,1,28,5,22470,22042,21614,21828,22256,21828,1
844,27700,0,1,26,0,0,0,0,0,277,277,0
845,2300,1,1,24,2,460,368,483,253,345,69,0
846,6700,1,2,23,0,5695,2077,1876,2814,268,6499,0
847,17500,1,2,41,0,0,175,0,175,0,525,0
848,3800,0,2,24,0,114,0,0,0,76,304,0
849,23100,0,1,28,0,693,462,462,462,693,231,0
850,14300,1,2,43,1,0,0,143,143,143,143,0
851,10700,0,1,37,0,214,214,214,642,321,107,0
852,7700,0,3,46,2,308,0,0,0,0,616,0
853,30000,0,2,31,0,6900,8400,600,300,600,0,0
854,21500,0,1,34,0,860,860,860,860,430,860,1
855,12700,1,2,40,2,3302,3302,3048,2540,0,0,0
856,10000,1,2,42,0,9200,9300,9400,9500,5600,5600,0
857,31800,0,2,51,0,1590,954,954,1908,954,318,0
858,20700,0,2,46,0,2691,2691,2898,2484,2691,2691,0
859,5300,0,2,26,0,5883,2067,2332,4611,2438,2544,0
860,10000,0,3,33,2,0,0,0,0,0,0,0
861,21400,1,1,58,0,0,0,214,428,428,214,1
862,13100,1,5,34,0,7074,6812,6943,6943,3668,3668,0
863,10000,1,2,32,0,3400,600,7800,6000,2500,1100,0
864,5000,1,2,42,0,3050,2850,1600,1600,1450,1750,0
865,6000,0,1,27,0,240,780,300,2400,2820,2400,0
866,13800,0,1,36,0,414,552,690,828,828,828,0
867,63000,0,1,28,0,44730,45990,47250,47880,38430,37170,0
868,3000,0,3,21,0,3000,2070,2190,2310,1320,300,0
869,12000,1,1,45,0,2040,2160,2280,2280,2400,2400,0
870,47700,1,2,32,0,477,954,1431,954,477,477,0
871,5300,0,2,49,0,159,159,3339,3233,3339,3286,0
872,5800,1,1,32,0,5278,5394,5394,5336,1276,0,0
873,2000,0,2,43,1,540,1100,480,660,1220,1140,0
874,1500,0,3,45,2,1275,1440,1350,1410,0,0,0
875,8700,0,2,31,2,9918,9657,9831,9135,9222,9483,0
876,13000,0,2,21,0,13390,13000,12610,7020,7150,7280,0
877,6700,0,3,50,0,6097,6231,5494,5360,5494,5561,1
878,24500,1,6,31,0,2205,4655,2450,3675,4655,3185,0
879,2100,1,2,44,3,903,861,1050,966,777,672,1
880,33800,0,1,42,0,29744,30082,29744,27378,18252,15548,1
881,5000,0,2,38,2,1100,1200,1300,1400,1350,1450,0
882,6000,0,2,54,0,60,60,60,60,60,60,1
883,1000,0,2,34,0,700,420,580,960,780,760,0
884,11400,0,2,37,0,342,456,456,570,570,684,1
885,13600,1,1,25,0,2720,2856,2720,2720,2856,3128,0
886,700,0,3,53,2,700,672,672,546,420,378,1
887,2500,0,2,23,0,2225,2250,2225,2275,2275,2275,1
888,5000,0,3,52,0,500,650,950,850,1000,0,0
889,20900,0,2,40,1,0,0,418,418,209,209,0
890,14200,0,2,29,0,568,1988,4118,2556,2556,1136,0
891,32700,1,0,32,0,3597,1962,981,3270,3270,0,0
892,21800,0,1,30,0,0,0,1962,0,1090,0,0
893,3800,0,2,32,0,3306,3192,1140,1064,912,1064,0
894,33300,0,1,46,0,12987,13986,14652,15318,16317,16983,0
895,11800,1,2,29,0,7670,7788,8024,8142,8260,8378,0
896,9300,0,2,44,0,4929,4743,4650,4650,4743,4836,0
897,17700,0,2,36,0,0,0,0,0,0,0,1
898,6700,1,2,28,0,6767,6834,4288,0,0,67,0
899,1700,1,3,24,2,1156,1275,1394,1598,1547,1666,0
900,700,1,1,19,3,287,196,266,280,357,336,0
901,30000,0,2,32,0,6000,4500,10800,8100,6300,2700,0
902,35700,1,2,43,0,0,357,714,714,714,0,0
903,5800,0,1,26,0,58,232,406,0,116,58,0
904,23300,0,2,34,0,699,2330,0,0,0,0,0
905,15000,1,2,32,0,1350,1200,1800,1650,300,150,0
906,5000,0,1,41,0,4250,3950,2650,2100,2000,1800,0
907,27000,1,2,37,1,0,270,0,0,1890,810,0
908,18600,0,2,41,0,17484,18600,12834,5580,5766,5766,0
909,28000,1,1,37,2,-280,560,840,280,560,560,0
910,11400,0,2,30,2,114,0,114,0,114,0,1
911,4200,0,1,28,0,2646,-42,0,0,0,0,0
912,21500,0,1,47,0,18060,15050,15265,14405,13545,13760,0
913,8200,0,1,27,2,656,820,820,902,984,984,1
914,8600,1,3,26,3,172,86,0,0,0,0,1
915,13600,0,2,45,0,3400,3536,3808,3944,4080,4080,0
